ICS_ID,ORG_Entity,Cleaned_Entity,entity_lower,Is_Academic,Lemma_Entity,Lemma_Cleaned,Matched_Category
161645c8-784b-413c-b6bc-6215b20a25a2,Szkoleniowo Edukacyjną Polskiego Związku Łowieckiego,Szkoleniowo Edukacyjną Polskiego Związku Łowieckiego,szkoleniowo edukacyjną polskiego związku łowieckiego,False,szkoleniowy edukacyjną polski związek łowiecki,szkoleniowy edukacyjną polski związek łowiecki,Education (non-university)
167165b2-ccbc-4ecf-b3a3-48703ca6f4a2,XI Letnia Szkoła Neonatologii,XI Letnia Szkoła Neonatologii,xi letnia szkoła neonatologii,False,XI letnia szkoła neonatologii,XI letnia szkoła neonatologii,International Organization / EU
167a760a-2b06-4046-b627-e8fbf670e768,Eseju Filmowego,Eseju Filmowego,eseju filmowego,False,esej filmowego,esej filmowego,Cultural Institution / Arts
16b30a7c-87fe-4a1f-9909-608701b9d7e2,Filharmonii Podlaskiej,Filharmonii Podlaskiej,filharmonii podlaskiej,False,filharmonia Podlaski,filharmonia Podlaski,Cultural Institution / Arts
16b30a7c-87fe-4a1f-9909-608701b9d7e2,Sztuki Społecznej,Sztuki Społecznej,sztuki społecznej,False,sztuka społeczny,sztuka społeczny,Cultural Institution / Arts
16d35238-208a-4475-9923-2fe7a0f4ccd2,czelnego Sądu Administracyjnego,czelnego Sądu Administracyjnego,czelnego sądu administracyjnego,False,czelny sąd administracyjny,czelny sąd administracyjny,Government / Public Administration
16d35238-208a-4475-9923-2fe7a0f4ccd2,dziale Prawa i Administracji,dziale Prawa i Administracji,dziale prawa i administracji,False,dział prawo i administracja,dział prawo i administracja,Government / Public Administration
172ac364-ac61-406d-a0e1-fcdade9bf33e,Światowego Dziedzictwa UNESCO,Światowego Dziedzictwa UNESCO,światowego dziedzictwa unesco,False,światowy dziedzictwo UNESCO,światowy dziedzictwo UNESCO,International Organization / EU
172ac364-ac61-406d-a0e1-fcdade9bf33e,Forum Zarządców Miejsc Świat,Forum Zarządców Miejsc Świat,forum zarządców miejsc świat,False,forum zarządców miejsce świat,forum zarządców miejsce świat,Government / Public Administration
17aa87dd-9029-4ced-8adb-4e1700537838,Szkole Głównej Służby Pożarniczej,Szkole Głównej Służby Pożarniczej,szkole głównej służby pożarniczej,False,szkoła główny służba pożarniczej,szkoła główny służba pożarniczej,Education (non-university)
18120af7-0dc3-4217-8f5a-7046b5d49b16,dzi Copper Corporation,dzi Copper Corporation,dzi copper corporation,False,da copper corporation,da copper corporation,Government / Public Administration
185435c5-b3e1-42b0-ab17-8bfd66bb3d42,Muzeum Ziemi Chełmi,Muzeum Ziemi Chełmi,muzeum ziemi chełmi,False,muzeum Ziemia chełmi,muzeum Ziemia chełmi,Cultural Institution / Arts
185435c5-b3e1-42b0-ab17-8bfd66bb3d42,Muzeum Podkarpackie,Muzeum Podkarpackie,muzeum podkarpackie,False,muzeum podkarpackie,muzeum podkarpackie,Government / Public Administration
185435c5-b3e1-42b0-ab17-8bfd66bb3d42,Galeria Sztuki Współczesnej Pastula,Galeria Sztuki Współczesnej Pastula,galeria sztuki współczesnej pastula,False,galeria sztuka współczesny pastula,galeria sztuka współczesny pastula,Cultural Institution / Arts
185435c5-b3e1-42b0-ab17-8bfd66bb3d42,Muzeum Diecezjalne,Muzeum Diecezjalne,muzeum diecezjalne,False,muzeum diecezjalne,muzeum diecezjalne,Cultural Institution / Arts
18881767-9a66-47f1-b7d6-545d5923a7ea,Miranda S.A.,Miranda S.A.,miranda s.a.,False,miranda spółka_akcyjna .,miranda spółka_akcyjna .,Company / Business
18e9ae89-b171-415f-8564-9a0159c74236,Urzęd,Urzęd,urzęd,False,urzęd,urzęd,Government / Public Administration
18e9ae89-b171-415f-8564-9a0159c74236,em Marszałkowskim,em Marszałkowskim,em marszałkowskim,False,być marszałkowski,być marszałkowski,Government / Public Administration
