ICS_ID,ORG_Entity,Cleaned_Entity,entity_lower,Is_Academic,Lemma_Entity,Lemma_Cleaned,Matched_Category
0188586e-eb3c-4959-aade-cf1a5602786f,Ośrodkiem Teatralnym Kana,Ośrodkiem Teatralnym Kana,ośrodkiem teatralnym kana,False,ośrodek Teatralny kano,ośrodek Teatralny kano,Cultural Institution / Arts
0188586e-eb3c-4959-aade-cf1a5602786f,Szczecińskiego Budżetu Obywatelskiego,Szczecińskiego Budżetu Obywatelskiego,szczecińskiego budżetu obywatelskiego,False,szczeciński budżet obywatelski,szczeciński budżet obywatelski,NGO / Association / Foundation
01fb40a7-674a-44a7-8e0d-06324491ff6c,Krajowy Certyfikat SzPZ,Krajowy Certyfikat SzPZ,krajowy certyfikat szpz,False,krajowy certyfikat Szo,krajowy certyfikat Szo,Government / Public Administration
01fb40a7-674a-44a7-8e0d-06324491ff6c,Przedszkole Promujące Zdrowie,Przedszkole Promujące Zdrowie,przedszkole promujące zdrowie,False,przedszkole promując zdrowie,przedszkole promując zdrowie,Health / Hospitals / Medical
01fb40a7-674a-44a7-8e0d-06324491ff6c,Centralnej Kapituły Krajowego Certyfikatu Szkoły Promującej Zdrowie,Centralnej Kapituły Krajowego Certyfikatu Szkoły Promującej Zdrowie,centralnej kapituły krajowego certyfikatu szkoły promującej zdrowie,False,centralny kapituły krajowy certyfikat szkoła promującej zdrowie,centralny kapituły krajowy certyfikat szkoła promującej zdrowie,Government / Public Administration
01fb40a7-674a-44a7-8e0d-06324491ff6c,Krajowym Certyfikatem SzPZ,Krajowym Certyfikatem SzPZ,krajowym certyfikatem szpz,False,krajowym certyfikat Szo,krajowym certyfikat Szo,Government / Public Administration
01fb40a7-674a-44a7-8e0d-06324491ff6c,Zespół ds. Promocji Zdrowia,Zespół ds. Promocji Zdrowia,zespół ds. promocji zdrowia,False,zespół do_spraw . promocja zdrowie,zespół ds. promocja zdrowie,Health / Hospitals / Medical
01fb40a7-674a-44a7-8e0d-06324491ff6c,Szkole,Szkole,szkole,False,szkoła,szkoła,Education (non-university)
01fb40a7-674a-44a7-8e0d-06324491ff6c,Sieci Szkół Promujących Zdrowie,Sieci Szkół Promujących Zdrowie,sieci szkół promujących zdrowie,False,sieć szkoła promujący zdrowie,sieć szkoła promujący zdrowie,Health / Hospitals / Medical
021216ce-bda7-4662-8399-c777c57d2779,NGO,NGO,ngo,False,nno,nno,NGO / Association / Foundation
