ICS_ID,ORG_Entity,Matched_Category
4eb8183c-a7f6-4154-b2a4-87d84acb0156,Millenium Bridge,Other / Unclear
4ecc0d57-9427-42c7-99ac-99a842694ea0,MRPiPS,Government / Public Administration
4ecc0d57-9427-42c7-99ac-99a842694ea0,OBM,Other / Unclear
4ecc0d57-9427-42c7-99ac-99a842694ea0,ICMPD,International Organization / EU
4ecc0d57-9427-42c7-99ac-99a842694ea0,UdSC,Government / Public Administration
4ecc0d57-9427-42c7-99ac-99a842694ea0,Międzyresortowy Zespół ds. Migracji,Government / Public Administration
4ecc0d57-9427-42c7-99ac-99a842694ea0,OBM UW,Other / Unclear
4ecc0d57-9427-42c7-99ac-99a842694ea0,SOPEMI,International Organization / EU
4f0872dc-2957-43d2-9b90-aa056b808eaf,Beijing Huasheng ORC Technology Ltd,Company / Business
4f0872dc-2957-43d2-9b90-aa056b808eaf,RUDNIKI SA,Company / Business
4f0872dc-2957-43d2-9b90-aa056b808eaf,Crist SA,Government / Public Administration
4f0872dc-2957-43d2-9b90-aa056b808eaf,MARANI,Company / Business
4f0872dc-2957-43d2-9b90-aa056b808eaf,SARK sp. z o.o.,Company / Business
4f0872dc-2957-43d2-9b90-aa056b808eaf,CRIST SA,Government / Public Administration
4f0872dc-2957-43d2-9b90-aa056b808eaf,ENERGA SA,Company / Business
4f0872dc-2957-43d2-9b90-aa056b808eaf,MARANI sp. z o.o.,Company / Business
4f0872dc-2957-43d2-9b90-aa056b808eaf,Grana Sp. z o.o.,Company / Business
4f0872dc-2957-43d2-9b90-aa056b808eaf,ENKI sp z o.o.,Company / Business
4f10b72a-a546-4445-9ecd-1ae7d9cbdab3,DGP,Media / Publishing
4f3b7d03-ed72-4539-8eba-6d8712426f1b,Parlamentu Europejskiego,Government / Public Administration
4f3b7d03-ed72-4539-8eba-6d8712426f1b,Komisji Europejskiej,Government / Public Administration
4f3b7d03-ed72-4539-8eba-6d8712426f1b,GDG,Other / Unclear
4f3b7d03-ed72-4539-8eba-6d8712426f1b,WHO,International Organization / EU
4f3b7d03-ed72-4539-8eba-6d8712426f1b,Rady,Government / Public Administration
4f45de43-6009-4bd4-969b-8fb91a2885f3,Serwis Samorządowy PAP,Government / Public Administration
4f45de43-6009-4bd4-969b-8fb91a2885f3,Europejskim Kongresie Samorządowym,Government / Public Administration
4f45de43-6009-4bd4-969b-8fb91a2885f3,Europejskim Kongresie Samorządów,Government / Public Administration
4f8f99b6-0d4e-409a-b1a3-6e4a4bd2e4dd,TTSI,Other / Unclear
4f8f99b6-0d4e-409a-b1a3-6e4a4bd2e4dd,BCM,Company / Business
4f8f99b6-0d4e-409a-b1a3-6e4a4bd2e4dd,Transition Technologies S.A,Company / Business
4f8f99b6-0d4e-409a-b1a3-6e4a4bd2e4dd,Agilent Technologies,Company / Business
4f8f99b6-0d4e-409a-b1a3-6e4a4bd2e4dd,Genom,Other / Unclear
4f8f99b6-0d4e-409a-b1a3-6e4a4bd2e4dd,Warszawską Giełdę Papierów Wartościowych,Government / Public Administration
4f8f99b6-0d4e-409a-b1a3-6e4a4bd2e4dd,Milton-Essex SA,Company / Business
4f8f99b6-0d4e-409a-b1a3-6e4a4bd2e4dd,Braster SA,Company / Business
4f8f99b6-0d4e-409a-b1a3-6e4a4bd2e4dd,Spółka Milton-Essex SA,Company / Business
4f8f99b6-0d4e-409a-b1a3-6e4a4bd2e4dd,SkinSENSE,NGO / Association / Foundation
4f8f99b6-0d4e-409a-b1a3-6e4a4bd2e4dd,Transition Technologies Science sp. z o.o.,Company / Business
4f96ab96-accb-4aea-9fe3-47c62e4305c5,Wszechnica.org,Other / Unclear
4f96ab96-accb-4aea-9fe3-47c62e4305c5,Stowarzyszenie Wilamowianie,NGO / Association / Foundation
4f96ab96-accb-4aea-9fe3-47c62e4305c5,Union Européenne,International Organization / EU
4f96ab96-accb-4aea-9fe3-47c62e4305c5,Zentralbibliothek Zürich,Cultural Institution / Arts
4f96ab96-accb-4aea-9fe3-47c62e4305c5,Europejskiej,International Organization / EU
4f96ab96-accb-4aea-9fe3-47c62e4305c5,British Library,Cultural Institution / Arts
4fcbb7eb-0242-4358-95f8-ba856c28a52a,PNBS,Other / Unclear
4fcbb7eb-0242-4358-95f8-ba856c28a52a,Parkiem,Other / Unclear
4fcbb7eb-0242-4358-95f8-ba856c28a52a,BPN,Government / Public Administration
500055df-a4c3-41b5-a777-54edd51ff8ba,Sił Powietrznych Dowództwa Generalnego Rodzajów Sił Zbrojnych,Military / Defense / Security
500055df-a4c3-41b5-a777-54edd51ff8ba,DGRSZ,Military / Defense / Security
500055df-a4c3-41b5-a777-54edd51ff8ba,Główny Inżynier Wojsk Lotniczych,Military / Defense / Security
500055df-a4c3-41b5-a777-54edd51ff8ba,Sił Powietrznych RP,Government / Public Administration
500055df-a4c3-41b5-a777-54edd51ff8ba,IFPiLM,Other / Unclear
500055df-a4c3-41b5-a777-54edd51ff8ba,SP RP,Government / Public Administration
500055df-a4c3-41b5-a777-54edd51ff8ba,Powietrznych,Military / Defense / Security
500055df-a4c3-41b5-a777-54edd51ff8ba,Departamentu Transportu USA,Government / Public Administration
500055df-a4c3-41b5-a777-54edd51ff8ba,PZL-130 „Orlik”,Company / Business
5025e46e-03de-4fd1-bf03-fdc3a4a10d74,JPK,Other / Unclear
5025e46e-03de-4fd1-bf03-fdc3a4a10d74,Education and Social Outcomes,Other / Unclear
5025e46e-03de-4fd1-bf03-fdc3a4a10d74,europejskiej,International Organization / EU
5025e46e-03de-4fd1-bf03-fdc3a4a10d74,OECD,International Organization / EU
5025e46e-03de-4fd1-bf03-fdc3a4a10d74,ESO,International Organization / EU
5025e46e-03de-4fd1-bf03-fdc3a4a10d74,SIPOCA,International Organization / EU
5025e46e-03de-4fd1-bf03-fdc3a4a10d74,Komisja Europejska,Government / Public Administration
5027ccc7-6bcb-4e78-a111-87cf2ba7631e,NCAM,Other / Unclear
5027ccc7-6bcb-4e78-a111-87cf2ba7631e,Służbą Starożytności Sudanu,Other / Unclear
5027ccc7-6bcb-4e78-a111-87cf2ba7631e,Banganarti,Other / Unclear
5027ccc7-6bcb-4e78-a111-87cf2ba7631e,Selib,Other / Unclear
5039fa20-d85a-4f46-b001-d8e49f450b01,Brexitu,Other / Unclear
5039fa20-d85a-4f46-b001-d8e49f450b01,Nevomo,Company / Business
5039fa20-d85a-4f46-b001-d8e49f450b01,CoMo Consortium,International Organization / EU
5039fa20-d85a-4f46-b001-d8e49f450b01,Tata Steel,Company / Business
5039fa20-d85a-4f46-b001-d8e49f450b01,Brytyjskiej Partii Pracy,Government / Public Administration
5039fa20-d85a-4f46-b001-d8e49f450b01,EMWorks,Company / Business
5039fa20-d85a-4f46-b001-d8e49f450b01,DCTDA,Company / Business
5039fa20-d85a-4f46-b001-d8e49f450b01,Uniw,Other / Unclear
5045e138-76a4-4f49-80b1-6451e12e98fc,"MTS „Material Technologies in Silesia""",Company / Business
5045e138-76a4-4f49-80b1-6451e12e98fc,Fabryce Tłoków Silnikowych Złotecki Sp. z o.o.,Company / Business
5045e138-76a4-4f49-80b1-6451e12e98fc,Fabryką Tłoków Silnikowych Złotecki Sp. z o.o.,Company / Business
5045e138-76a4-4f49-80b1-6451e12e98fc,TelentDetector,Company / Business
5045e138-76a4-4f49-80b1-6451e12e98fc,Tłoków Silnikowych Złotecki Sp. z o.o.,Company / Business
5045e138-76a4-4f49-80b1-6451e12e98fc,Fab,Other / Unclear
5045e138-76a4-4f49-80b1-6451e12e98fc,UP RP,Government / Public Administration
506004c1-8348-4c94-824a-e75bcd67e2fd,Fundacji Profile,NGO / Association / Foundation
506004c1-8348-4c94-824a-e75bcd67e2fd,MSiTJ Manggha,Cultural Institution / Arts
506004c1-8348-4c94-824a-e75bcd67e2fd,MSiTJ Mang,Other / Unclear
506004c1-8348-4c94-824a-e75bcd67e2fd,-Dmitruk,Other / Unclear
506004c1-8348-4c94-824a-e75bcd67e2fd,PMAN,Other / Unclear
506004c1-8348-4c94-824a-e75bcd67e2fd,CMW,Other / Unclear
506004c1-8348-4c94-824a-e75bcd67e2fd,Ushimado,Other / Unclear
506004c1-8348-4c94-824a-e75bcd67e2fd,Jikihitsu,Other / Unclear
506004c1-8348-4c94-824a-e75bcd67e2fd,DK OKO,Other / Unclear
506004c1-8348-4c94-824a-e75bcd67e2fd,Setouchi City Museum of Art,Cultural Institution / Arts
506004c1-8348-4c94-824a-e75bcd67e2fd,Muzeum Manggha,Cultural Institution / Arts
506004c1-8348-4c94-824a-e75bcd67e2fd,IEA APS,NGO / Association / Foundation
506004c1-8348-4c94-824a-e75bcd67e2fd,Muzeum Sztuki i Techniki Japońskiej Manggha w Krakowie,Cultural Institution / Arts
506004c1-8348-4c94-824a-e75bcd67e2fd,PISnSŚ,Other / Unclear
50b0440a-204a-4d41-93ab-8b8fb7c1bdc8,NORTHOUSE Sp. z o.o. Bielsko-Biała,Company / Business
50b0440a-204a-4d41-93ab-8b8fb7c1bdc8,DANWOOD S. A. Bielsk Podlaski,Company / Business
50b0440a-204a-4d41-93ab-8b8fb7c1bdc8,MARK-BUD Sp. z o.o.,Company / Business
50b0440a-204a-4d41-93ab-8b8fb7c1bdc8,PREF-BET,Company / Business
50b0440a-204a-4d41-93ab-8b8fb7c1bdc8,NORTHOUSE,Other / Unclear
50b0440a-204a-4d41-93ab-8b8fb7c1bdc8,Wyroby Betonowe R. Szczepański,Company / Business
50b0440a-204a-4d41-93ab-8b8fb7c1bdc8,Slab Systems Sp. z o.o.,Company / Business
50b0440a-204a-4d41-93ab-8b8fb7c1bdc8,Slab System Sp. z o.o. Bielsko-Biała,Company / Business
50b0440a-204a-4d41-93ab-8b8fb7c1bdc8,DANWOOD S.A.,Company / Business
50b0440a-204a-4d41-93ab-8b8fb7c1bdc8,Wspólnicy sp.j.,Company / Business
50b0440a-204a-4d41-93ab-8b8fb7c1bdc8,BUDMAX Tępiński,Company / Business
50b0440a-204a-4d41-93ab-8b8fb7c1bdc8,PREF-BET Sp. z o.o.,Company / Business
50db34f4-ffaf-4b32-b9df-87dd37a05fe5,Ministrze Sprawiedliwości,Government / Public Administration
50db34f4-ffaf-4b32-b9df-87dd37a05fe5,Rady Polityki Penitencjarnej,Government / Public Administration
50db34f4-ffaf-4b32-b9df-87dd37a05fe5,Generalnej Dyrekcji Służby Więziennej,Government / Public Administration
50db34f4-ffaf-4b32-b9df-87dd37a05fe5,Generalną Dyrekcją Służby Więziennej,Government / Public Administration
50db34f4-ffaf-4b32-b9df-87dd37a05fe5,Justitzvollzugsanstalt Luckau-Duben,Government / Public Administration
50db34f4-ffaf-4b32-b9df-87dd37a05fe5,Justitzvollzugsanstalt Chemnitz,Government / Public Administration
50db34f4-ffaf-4b32-b9df-87dd37a05fe5,Rady Polityki Penitencjarnych,Government / Public Administration
50db34f4-ffaf-4b32-b9df-87dd37a05fe5,Służby Więziennej,Military / Defense / Security
50db34f4-ffaf-4b32-b9df-87dd37a05fe5,Europäische Beratungsstelle der Straffälligen- und Opferhilfe,NGO / Association / Foundation
50fc30fc-9962-4e68-809a-d6939025cf33,Man,Other / Unclear
50fc30fc-9962-4e68-809a-d6939025cf33,EHEA,International Organization / EU
50fc30fc-9962-4e68-809a-d6939025cf33,I LO,Education (non-university)
50fc30fc-9962-4e68-809a-d6939025cf33,Mankola School,Education (non-university)
50fc30fc-9962-4e68-809a-d6939025cf33,Komisji Edukacji i Kultury 18.11.2021,Government / Public Administration
50fc30fc-9962-4e68-809a-d6939025cf33,Prezydenta Miasta Opole,Government / Public Administration
50fc30fc-9962-4e68-809a-d6939025cf33,Polskiego Towarzystwa Socjologicznego,NGO / Association / Foundation
50fc30fc-9962-4e68-809a-d6939025cf33,Konferencji Dyrektorów Szkół,Education (non-university)
50fc30fc-9962-4e68-809a-d6939025cf33,Polskiego Towarzystwa Ewaluacyjnego Pilotaż,NGO / Association / Foundation
50fc30fc-9962-4e68-809a-d6939025cf33,FORTHEM,International Organization / EU
50fc30fc-9962-4e68-809a-d6939025cf33,European Higher Education Area,International Organization / EU
50fc30fc-9962-4e68-809a-d6939025cf33,Polskiego Towarzystwa Ewaluacyjnego,NGO / Association / Foundation
50fc30fc-9962-4e68-809a-d6939025cf33,Rady Miasta Opola,Government / Public Administration
50fc30fc-9962-4e68-809a-d6939025cf33,JYU,Other / Unclear
511b090b-fecf-4756-9afd-d6d923eac692,Google,Company / Business
511b090b-fecf-4756-9afd-d6d923eac692,Miasta Stołecznego Warszawa,Government / Public Administration
511b090b-fecf-4756-9afd-d6d923eac692,Kampus,Other / Unclear
511b090b-fecf-4756-9afd-d6d923eac692,Ośrodku DELab,Other / Unclear
511b090b-fecf-4756-9afd-d6d923eac692,środku DELab,Other / Unclear
511b090b-fecf-4756-9afd-d6d923eac692,DELab UW,Other / Unclear
511b090b-fecf-4756-9afd-d6d923eac692,TOK.FM,Media / Publishing
511b090b-fecf-4756-9afd-d6d923eac692,European Economic Congress,International Organization / EU
511b090b-fecf-4756-9afd-d6d923eac692,Ministerstwem Spraw Zagranicznych,Government / Public Administration
511b090b-fecf-4756-9afd-d6d923eac692,Europejskim Bankiem Odbudowy i Rozwoju,International Organization / EU
511b090b-fecf-4756-9afd-d6d923eac692,Enterprise Europe Network,Government / Public Administration
511b090b-fecf-4756-9afd-d6d923eac692,M.St. Warszawa,Government / Public Administration
511b090b-fecf-4756-9afd-d6d923eac692,Polskim Funduszem Rozwoju,Government / Public Administration
511befbd-5b81-40b2-81f3-8dd910729559,Towarzystwa Międzynarodowe,Government / Public Administration
511befbd-5b81-40b2-81f3-8dd910729559,KIF,Health / Hospitals / Medical
511befbd-5b81-40b2-81f3-8dd910729559,AOTMiT,Government / Public Administration
511befbd-5b81-40b2-81f3-8dd910729559,Narodowego Funduszu Zdrowia,Government / Public Administration
511befbd-5b81-40b2-81f3-8dd910729559,NFZ,Government / Public Administration
515ca722-2e9f-4041-8773-5770c3cf8f74,Radiu dla Ciebie,Media / Publishing
515ca722-2e9f-4041-8773-5770c3cf8f74,International Council for Science,International Organization / EU
515ca722-2e9f-4041-8773-5770c3cf8f74,International Science Council,International Organization / EU
515ca722-2e9f-4041-8773-5770c3cf8f74,Biura Zarządzania Ryzykiem PSE,Government / Public Administration
515ca722-2e9f-4041-8773-5770c3cf8f74,COSPAR,International Organization / EU
515ca722-2e9f-4041-8773-5770c3cf8f74,ICSU,International Organization / EU
515ca722-2e9f-4041-8773-5770c3cf8f74,Oak Ridge National Laboratory,Other / Unclear
515ca722-2e9f-4041-8773-5770c3cf8f74,Polskie Sieci Energetyczne,Company / Business
51686757-7aa7-4ef4-a8bb-88fe69c5804a,Technikum Żeglugi Śródlądowej w Nakle,Education (non-university)
51686757-7aa7-4ef4-a8bb-88fe69c5804a,Bydgoski Węzeł Wodny,Government / Public Administration
51686757-7aa7-4ef4-a8bb-88fe69c5804a,Żeglugi Bydgoskiej,Company / Business
51686757-7aa7-4ef4-a8bb-88fe69c5804a,WSG,Other / Unclear
51686757-7aa7-4ef4-a8bb-88fe69c5804a,Bydgoskiego Tramwaju Wodnego,Government / Public Administration
51800c66-b400-433c-a838-f17f51346484,American Association for the Study of Liver Diseases,NGO / Association / Foundation
51800c66-b400-433c-a838-f17f51346484,EASL,International Organization / EU
51800c66-b400-433c-a838-f17f51346484,European Association for the Study of the Liver,NGO / Association / Foundation
51800c66-b400-433c-a838-f17f51346484,Aghemo,Other / Unclear
51800c66-b400-433c-a838-f17f51346484,europejskim,International Organization / EU
51800c66-b400-433c-a838-f17f51346484,Andreoni,Company / Business
51800c66-b400-433c-a838-f17f51346484,Polskiej Grupy Ekspertów HCV,Company / Business
51800c66-b400-433c-a838-f17f51346484,UMB,Other / Unclear
51800c66-b400-433c-a838-f17f51346484,WHO,International Organization / EU
51800c66-b400-433c-a838-f17f51346484,FDA,Government / Public Administration
51800c66-b400-433c-a838-f17f51346484,Agencję Żywności i Leków,Government / Public Administration
51800c66-b400-433c-a838-f17f51346484,Europejską Agencję Leków,International Organization / EU
51800c66-b400-433c-a838-f17f51346484,EMA,International Organization / EU
51931c2e-2673-433c-88e0-3693224ac917,HUN,Other / Unclear
51931c2e-2673-433c-88e0-3693224ac917,Wielka Brytania,Other / Unclear
51931c2e-2673-433c-88e0-3693224ac917,International Urban Development Association,NGO / Association / Foundation
51931c2e-2673-433c-88e0-3693224ac917,POL,Other / Unclear
51931c2e-2673-433c-88e0-3693224ac917,INTA,International Organization / EU
51931c2e-2673-433c-88e0-3693224ac917,International Democracy Community,International Organization / EU
51931c2e-2673-433c-88e0-3693224ac917,TokFM,Media / Publishing
51931c2e-2673-433c-88e0-3693224ac917,Contentious Politics,Other / Unclear
51931c2e-2673-433c-88e0-3693224ac917,LinkedIN,Media / Publishing
51931c2e-2673-433c-88e0-3693224ac917,Exceptius project,Other / Unclear
51931c2e-2673-433c-88e0-3693224ac917,BBC,Media / Publishing
51a01e6a-c2b2-4dac-b53c-66cbd8f012c7,Uniwersytecie,Other / Unclear
51a01e6a-c2b2-4dac-b53c-66cbd8f012c7,Unii Europejskiej,International Organization / EU
51a01e6a-c2b2-4dac-b53c-66cbd8f012c7,Uniwersytecie w Ghent,Other / Unclear
51a01e6a-c2b2-4dac-b53c-66cbd8f012c7,European Association of History Educators,NGO / Association / Foundation
51a01e6a-c2b2-4dac-b53c-66cbd8f012c7,Euroclio,NGO / Association / Foundation
51a01e6a-c2b2-4dac-b53c-66cbd8f012c7,PIS,Other / Unclear
51a01e6a-c2b2-4dac-b53c-66cbd8f012c7,OBWE,International Organization / EU
51a01e6a-c2b2-4dac-b53c-66cbd8f012c7,Uniwersytecie w Utrechcie,Other / Unclear
51a01e6a-c2b2-4dac-b53c-66cbd8f012c7,House of European History,International Organization / EU
51c4816c-3740-41df-98cc-b88c6814af03,ICOMOS,NGO / Association / Foundation
51c4816c-3740-41df-98cc-b88c6814af03,NACCA,NGO / Association / Foundation
51c4816c-3740-41df-98cc-b88c6814af03,Główna Komisja Konserwatorska RP,Government / Public Administration
51c4816c-3740-41df-98cc-b88c6814af03,IPERION,International Organization / EU
51c4816c-3740-41df-98cc-b88c6814af03,Fundacji Dziedzictwa Kulturowego,NGO / Association / Foundation
51c4816c-3740-41df-98cc-b88c6814af03,ERA,International Organization / EU
51c4816c-3740-41df-98cc-b88c6814af03,CHARIZMA-MOLAB,Other / Unclear
51c4816c-3740-41df-98cc-b88c6814af03,„Przestrzeń Muzealną”,Cultural Institution / Arts
51c4816c-3740-41df-98cc-b88c6814af03,Beiteddine Palace,Cultural Institution / Arts
51c4816c-3740-41df-98cc-b88c6814af03,ENCoRE,Education (non-university)
51c4816c-3740-41df-98cc-b88c6814af03,Public Spaces,Other / Unclear
51c4816c-3740-41df-98cc-b88c6814af03,Cultural Heritage,Cultural Institution / Arts
51c4816c-3740-41df-98cc-b88c6814af03,Joint Programming Innitiative,International Organization / EU
51c4816c-3740-41df-98cc-b88c6814af03,RRR NETWORK,NGO / Association / Foundation
51c4816c-3740-41df-98cc-b88c6814af03,INCCA,NGO / Association / Foundation
51c4816c-3740-41df-98cc-b88c6814af03,CAPuS,Other / Unclear
51dcbd06-6255-4837-9169-3c8e7910b823,Minister,Government / Public Administration
51dcbd06-6255-4837-9169-3c8e7910b823,Muzeum Pałacu Króla Jana III,Cultural Institution / Arts
51dcbd06-6255-4837-9169-3c8e7910b823,ICOM,International Organization / EU
51dcbd06-6255-4837-9169-3c8e7910b823,Ministerstwu Inwestycji i Rozwoju,Government / Public Administration
51dcbd06-6255-4837-9169-3c8e7910b823,MORR,Government / Public Administration
51dcbd06-6255-4837-9169-3c8e7910b823,wu Inwestycji i Rozwoju,Government / Public Administration
51dcbd06-6255-4837-9169-3c8e7910b823,Urzędu Marszałkowskiego Województwa Małopolskiego,Government / Public Administration
51dcbd06-6255-4837-9169-3c8e7910b823,Zgromadzenia Generalnego ICOM,International Organization / EU
51dcbd06-6255-4837-9169-3c8e7910b823,Małopolskiego Obserwatorium Gospodarki,Government / Public Administration
51dcbd06-6255-4837-9169-3c8e7910b823,Małopolskiego Obserwatorium Rozwoju Regionalnego,Government / Public Administration
51dcbd06-6255-4837-9169-3c8e7910b823,Krakow,Other / Unclear
51dcbd06-6255-4837-9169-3c8e7910b823,Polska Grupa Motoryzacyjna”,Company / Business
51dcbd06-6255-4837-9169-3c8e7910b823,Muzeum Krakowa,Cultural Institution / Arts
51dcbd06-6255-4837-9169-3c8e7910b823,Muzeum Pałacu Króla Jana III w Wilanowie,Cultural Institution / Arts
51dcbd06-6255-4837-9169-3c8e7910b823,IGiGP UJ,Other / Unclear
51dcbd06-6255-4837-9169-3c8e7910b823,Stowarzyszenie Polska Grupa Motoryzacyjna,NGO / Association / Foundation
51dcbd06-6255-4837-9169-3c8e7910b823,OECD,International Organization / EU
51e0acf3-c9d8-4c6f-964b-39864c2c1243,Ministerstwo Obrony Narodowej,Government / Public Administration
51e0acf3-c9d8-4c6f-964b-39864c2c1243,National Geographic International,International Organization / EU
51e0acf3-c9d8-4c6f-964b-39864c2c1243,FB National Geographic,Media / Publishing
51e0acf3-c9d8-4c6f-964b-39864c2c1243,The Indian Nation,Other / Unclear
51e0acf3-c9d8-4c6f-964b-39864c2c1243,Science Channel USA,Media / Publishing
51e0acf3-c9d8-4c6f-964b-39864c2c1243,Centralną Agencję Wywiadowczą Stanów Zjednoczonych,Government / Public Administration
51e0acf3-c9d8-4c6f-964b-39864c2c1243,National Geographic,Media / Publishing
51e0acf3-c9d8-4c6f-964b-39864c2c1243,Cambridge Core,Other / Unclear
51e0acf3-c9d8-4c6f-964b-39864c2c1243,Sztab Generalny Wojska Polskiego,Military / Defense / Security
51e0acf3-c9d8-4c6f-964b-39864c2c1243,DR2,Company / Business
51e0acf3-c9d8-4c6f-964b-39864c2c1243,FB Science Channel,Media / Publishing
51e0acf3-c9d8-4c6f-964b-39864c2c1243,Discovery Science,Media / Publishing
51e0acf3-c9d8-4c6f-964b-39864c2c1243,Science Channel,Media / Publishing
521038da-9900-40fa-8981-eaa3847bc5d6,TDA,Other / Unclear
521038da-9900-40fa-8981-eaa3847bc5d6,Astronomische Geselschaft,NGO / Association / Foundation
521038da-9900-40fa-8981-eaa3847bc5d6,ERC Advanced Grant 2009,Other / Unclear
521038da-9900-40fa-8981-eaa3847bc5d6,OGLE,Other / Unclear
521038da-9900-40fa-8981-eaa3847bc5d6,OAUW,Other / Unclear
521038da-9900-40fa-8981-eaa3847bc5d6,Facebooka,Media / Publishing
5210fbef-858f-4907-b59e-a9ee738160f6,MSP,Company / Business
5210fbef-858f-4907-b59e-a9ee738160f6,Wojewódzkiej Rady Rynku Pracy,Government / Public Administration
5210fbef-858f-4907-b59e-a9ee738160f6,Podlaskiego Forum Terytorialnego,NGO / Association / Foundation
5213de2f-be93-40dc-9e57-d4306409092e,APA,NGO / Association / Foundation
52373552-9f49-4c46-b7aa-b0413ecb637a,MENAVITIN,Company / Business
52373552-9f49-4c46-b7aa-b0413ecb637a,Spółkę,Company / Business
52373552-9f49-4c46-b7aa-b0413ecb637a,Pharmena,Company / Business
52373552-9f49-4c46-b7aa-b0413ecb637a,Giełdzie Papierów Wartościowych,Company / Business
52373552-9f49-4c46-b7aa-b0413ecb637a,Komisja Europejska,Government / Public Administration
52373552-9f49-4c46-b7aa-b0413ecb637a,Pharmena SA,Company / Business
52373552-9f49-4c46-b7aa-b0413ecb637a,Pharmena Sp. z o.o.,Company / Business
52373552-9f49-4c46-b7aa-b0413ecb637a,Pharmena North America Inc.,Company / Business
52373552-9f49-4c46-b7aa-b0413ecb637a,Polską Grupę Farmaceutyczną,Company / Business
52373552-9f49-4c46-b7aa-b0413ecb637a,Dermena North America Inc.,Company / Business
52373552-9f49-4c46-b7aa-b0413ecb637a,Pharmenę SA,Company / Business
5237e862-3060-429b-a9a7-45a1994d5daa,HelicoComplex,Company / Business
5237e862-3060-429b-a9a7-45a1994d5daa,ICHEM,Other / Unclear
5237e862-3060-429b-a9a7-45a1994d5daa,VITADIET,Company / Business
5237e862-3060-429b-a9a7-45a1994d5daa,Food,Other / Unclear
523b3b67-8460-43d0-a001-5f3c62a4bc63,GIOŚ,Government / Public Administration
523b3b67-8460-43d0-a001-5f3c62a4bc63,Krajowy Ośrodek Bilansowania i Zarządzania Emisjami,Government / Public Administration
523b3b67-8460-43d0-a001-5f3c62a4bc63,Europejska Agencja Środowiska,International Organization / EU
523b3b67-8460-43d0-a001-5f3c62a4bc63,Europejskiego,International Organization / EU
523b3b67-8460-43d0-a001-5f3c62a4bc63,Biura Urządzania Lasu i Geodezji Leśnej,Government / Public Administration
523b3b67-8460-43d0-a001-5f3c62a4bc63,EFAS,International Organization / EU
523b3b67-8460-43d0-a001-5f3c62a4bc63,WISL,Other / Unclear
523b3b67-8460-43d0-a001-5f3c62a4bc63,IGIK,Other / Unclear
523b3b67-8460-43d0-a001-5f3c62a4bc63,Głównym Inspektoratem Ochrony Środowiska,Government / Public Administration
523b3b67-8460-43d0-a001-5f3c62a4bc63,IGiK,Other / Unclear
5249de14-397d-4a83-a371-029426ff22e9,NBT,Company / Business
5249de14-397d-4a83-a371-029426ff22e9,BenefitSystems,Company / Business
5249de14-397d-4a83-a371-029426ff22e9,AWF Warszawa,Education (non-university)
5249de14-397d-4a83-a371-029426ff22e9,NCBKF,Other / Unclear
5249de14-397d-4a83-a371-029426ff22e9,Narod,Government / Public Administration
5249de14-397d-4a83-a371-029426ff22e9,MASTER-SPORT,Company / Business
5249de14-397d-4a83-a371-029426ff22e9,MultiSport Index 2019,Other / Unclear
5249de14-397d-4a83-a371-029426ff22e9,AWF,Other / Unclear
5249de14-397d-4a83-a371-029426ff22e9,Ministerstwa Sportu Narodowa Baza Talentów,Government / Public Administration
5249de14-397d-4a83-a371-029426ff22e9,Fundacja V4Sport,NGO / Association / Foundation
5249de14-397d-4a83-a371-029426ff22e9,V4Sport,Other / Unclear
5249de14-397d-4a83-a371-029426ff22e9,WFzAWF,Other / Unclear
524f75ee-30d1-4c0c-946c-a25ee523de09,atur,Other / Unclear
524f75ee-30d1-4c0c-946c-a25ee523de09,Trybunałem Konstytucyjnym,Government / Public Administration
524f75ee-30d1-4c0c-946c-a25ee523de09,Krajowa Szkoła Sądownictwa i Prokuratury w Krakowie,Government / Public Administration
524f75ee-30d1-4c0c-946c-a25ee523de09,KPSW,Other / Unclear
524f75ee-30d1-4c0c-946c-a25ee523de09,Krajowej Szkoły Sądownictwa i Prokuratury w Krakowie,Government / Public Administration
524f75ee-30d1-4c0c-946c-a25ee523de09,KSSIP,Government / Public Administration
525226cf-34f5-4fbd-acd0-0564403a38ec,Zarządem Województwa Małopolskiego,Government / Public Administration
5254ddf2-3638-486c-801d-2ef4b4a69acd,Open Nexus,Company / Business
5254ddf2-3638-486c-801d-2ef4b4a69acd,Wydawnictwo Open Nexus,Media / Publishing
5254ddf2-3638-486c-801d-2ef4b4a69acd,YouTube,Media / Publishing
5254ddf2-3638-486c-801d-2ef4b4a69acd,WIZ PP,Other / Unclear
5254ddf2-3638-486c-801d-2ef4b4a69acd,Zakupowej,Other / Unclear
52c1b82b-3d19-44e8-ad70-ee2953ae4409,uksw,Other / Unclear
52c1b82b-3d19-44e8-ad70-ee2953ae4409,UKSW,Other / Unclear
52da7826-9113-4fc3-9295-ef2748fd7263,Szkoła Podstawowa nr 3,Education (non-university)
52da7826-9113-4fc3-9295-ef2748fd7263,Szkoła Podstawowa,Education (non-university)
52da7826-9113-4fc3-9295-ef2748fd7263,ową,Other / Unclear
52da7826-9113-4fc3-9295-ef2748fd7263,Szkoła Podstawowa nr 3 w Wieliczce,Education (non-university)
52da7826-9113-4fc3-9295-ef2748fd7263,Szkoła Podstawowa Niepołomice – Jazy,Education (non-university)
